PD1,PD2
-3.745022000000000073e+00,-3.893339000000000105e+00
-3.749905000000000044e+00,-3.897307000000000077e+00
-3.757534000000000152e+00,-3.918058999999999958e+00
-3.782254000000000005e+00,-3.934234000000000009e+00
-3.759975999999999985e+00,-3.892424000000000106e+00
-3.747768000000000210e+00,-3.922636999999999929e+00
-3.752651000000000181e+00,-3.896390999999999938e+00
-3.745937000000000072e+00,-3.879910999999999888e+00
-3.772183000000000064e+00,-3.915922999999999821e+00
-3.741054000000000102e+00,-3.896085999999999938e+00
-3.744105999999999934e+00,-3.911954999999999849e+00
-3.748988999999999905e+00,-3.884183999999999859e+00
-3.762112000000000123e+00,-3.880522000000000027e+00
-3.777066000000000034e+00,-3.880217000000000027e+00
-3.779507000000000172e+00,-3.887236000000000136e+00
-3.752041000000000182e+00,-3.881132000000000026e+00
-3.752956000000000181e+00,-3.890287999999999968e+00
-3.808498999999999857e+00,-3.886931000000000136e+00
-3.774624000000000201e+00,-3.895475999999999939e+00
-3.766078999999999954e+00,-3.885709999999999997e+00
-3.763027000000000122e+00,-3.895170999999999939e+00
-3.765163999999999955e+00,-3.900968999999999909e+00
-3.786220999999999837e+00,-3.904326000000000185e+00
-3.776761000000000035e+00,-3.907683000000000018e+00
-3.772793000000000063e+00,-3.892729000000000106e+00
-3.753566999999999876e+00,-3.872891999999999779e+00
-3.780727999999999867e+00,-3.880217000000000027e+00
-3.769740999999999786e+00,-3.905546999999999880e+00
-3.769740999999999786e+00,-3.923856999999999928e+00
-3.777676000000000034e+00,-3.916532999999999820e+00
-3.750515000000000043e+00,-3.882048000000000165e+00
-3.770046999999999926e+00,-3.869229999999999947e+00
-3.764552999999999816e+00,-3.902495000000000047e+00
-3.759059999999999846e+00,-3.855497000000000174e+00
-3.760585999999999984e+00,-3.897612000000000076e+00
-3.750515000000000043e+00,-3.916227999999999820e+00
-3.765163999999999955e+00,-3.897002000000000077e+00
-3.776149999999999896e+00,-3.872281999999999780e+00
-3.774014000000000202e+00,-3.869841000000000086e+00
-3.746242000000000072e+00,-3.902800000000000047e+00
-3.771878000000000064e+00,-3.869841000000000086e+00
-3.752651000000000181e+00,-3.880522000000000027e+00
-3.759669999999999845e+00,-3.898528000000000215e+00
-3.759669999999999845e+00,-3.884183999999999859e+00
-3.756924000000000152e+00,-3.878690999999999889e+00
-3.764552999999999816e+00,-3.869534999999999947e+00
-3.789273000000000113e+00,-3.897307000000000077e+00
-3.765163999999999955e+00,-3.905546999999999880e+00
-3.756008000000000013e+00,-3.890897999999999968e+00
-3.766690000000000094e+00,-3.903410000000000046e+00
-3.749293999999999905e+00,-3.864651999999999976e+00
-3.770351999999999926e+00,-3.882353000000000165e+00
-3.761807000000000123e+00,-3.860380000000000145e+00
-3.771266999999999925e+00,-3.873502999999999918e+00
-3.768520999999999788e+00,-3.868924999999999947e+00
-3.785915999999999837e+00,-3.870146000000000086e+00
-3.769130999999999787e+00,-3.888761999999999830e+00
-3.783780000000000143e+00,-3.891202999999999967e+00
-3.773404000000000202e+00,-3.892119000000000106e+00
-3.765163999999999955e+00,-3.875029000000000057e+00
-3.808803999999999856e+00,-3.863431999999999977e+00
-3.790493999999999808e+00,-3.887541000000000135e+00
-3.744410999999999934e+00,-3.886624999999999996e+00
-3.759059999999999846e+00,-3.890287999999999968e+00
-3.778897000000000173e+00,-3.870451000000000086e+00
-3.758754999999999846e+00,-3.902800000000000047e+00
-3.769740999999999786e+00,-3.871976999999999780e+00
-3.739527999999999963e+00,-3.872891999999999779e+00
-3.778897000000000173e+00,-3.891507999999999967e+00
-3.749905000000000044e+00,-3.876860000000000195e+00
-3.766995000000000093e+00,-3.870756000000000085e+00
-3.766078999999999954e+00,-3.857632999999999868e+00
-3.763637999999999817e+00,-3.870451000000000086e+00
-3.764857999999999816e+00,-3.871061000000000085e+00
-3.790493999999999808e+00,-3.875639000000000056e+00
-3.761195999999999984e+00,-3.889066999999999830e+00
-3.750210000000000043e+00,-3.860685000000000144e+00
-3.765773999999999955e+00,-3.894559999999999800e+00
-3.728542000000000023e+00,-3.860075000000000145e+00
-3.759669999999999845e+00,-3.880217000000000027e+00
-3.759975999999999985e+00,-3.899748000000000214e+00
-3.796292000000000222e+00,-3.871976999999999780e+00
-3.771571999999999925e+00,-3.875639000000000056e+00
-3.770046999999999926e+00,-3.868924999999999947e+00
-3.759059999999999846e+00,-3.872281999999999780e+00
-3.782864000000000004e+00,-3.866178000000000115e+00
-3.766078999999999954e+00,-3.865873000000000115e+00
-3.787136999999999976e+00,-3.870756000000000085e+00
-3.758754999999999846e+00,-3.853056000000000036e+00
-3.745022000000000073e+00,-3.842373999999999956e+00
-3.721827999999999914e+00,-3.852139999999999898e+00
-3.751431000000000182e+00,-3.864651999999999976e+00
-3.746242000000000072e+00,-3.839627999999999819e+00
-3.748683999999999905e+00,-3.868314999999999948e+00
-3.752346000000000181e+00,-3.871671999999999780e+00
-3.771266999999999925e+00,-3.829861999999999878e+00
-3.726710999999999885e+00,-3.854276000000000035e+00
-3.724880000000000191e+00,-3.867093999999999809e+00
-3.720912000000000219e+00,-3.857022999999999868e+00
-3.715418999999999805e+00,-3.866178000000000115e+00
-3.742884999999999796e+00,-3.865873000000000115e+00
-3.746853000000000211e+00,-3.854276000000000035e+00
-3.755093000000000014e+00,-3.854582000000000175e+00
-3.734034999999999993e+00,-3.839932999999999819e+00
-3.741359999999999797e+00,-3.843595000000000095e+00
-3.757229000000000152e+00,-3.863126999999999978e+00
-3.734951000000000132e+00,-3.816129000000000104e+00
-3.734646000000000132e+00,-3.847256999999999927e+00
-3.722744000000000053e+00,-3.817044000000000104e+00
-3.711146999999999974e+00,-3.831083000000000016e+00
-3.720302000000000220e+00,-3.807583999999999858e+00
-3.722744000000000053e+00,-3.812466999999999828e+00
-3.724269000000000052e+00,-3.831693000000000016e+00
-3.768520999999999788e+00,-3.824368999999999907e+00
-3.757534000000000152e+00,-3.851834999999999898e+00
-3.725795000000000190e+00,-3.846951999999999927e+00
-3.705042999999999864e+00,-3.842068999999999956e+00
-3.687952999999999815e+00,-3.848783000000000065e+00
-3.708705000000000140e+00,-3.850309000000000204e+00
-3.752346000000000181e+00,-3.828336000000000183e+00
-3.728847000000000023e+00,-3.809414999999999996e+00
-3.743495999999999935e+00,-3.867398999999999809e+00
-3.716944999999999943e+00,-3.848173000000000066e+00
-3.687037000000000120e+00,-3.834134000000000153e+00
-3.752346000000000181e+00,-3.816739000000000104e+00
-3.697414000000000200e+00,-3.821317000000000075e+00
-3.717249999999999943e+00,-3.854887000000000175e+00
-3.698634000000000199e+00,-3.835659999999999847e+00
-3.700159999999999894e+00,-3.851224999999999898e+00
-3.702602000000000171e+00,-3.833524000000000154e+00
-3.700771000000000033e+00,-3.843290000000000095e+00
-3.717249999999999943e+00,-3.812466999999999828e+00
-3.751431000000000182e+00,-3.853971000000000036e+00
-3.691005000000000091e+00,-3.856412999999999869e+00
-3.722744000000000053e+00,-3.835049999999999848e+00
-3.746242000000000072e+00,-3.828946000000000183e+00
-3.724575000000000191e+00,-3.844205000000000094e+00
-3.726100999999999885e+00,-3.822843000000000213e+00
-3.733729999999999993e+00,-3.815517999999999965e+00
-3.730678000000000161e+00,-3.822232000000000074e+00
-3.705959000000000003e+00,-3.846646999999999927e+00
-3.711451999999999973e+00,-3.837185999999999986e+00
-3.710535999999999834e+00,-3.823453000000000213e+00
-3.726100999999999885e+00,-3.809109999999999996e+00
-3.692225999999999786e+00,-3.850614000000000203e+00
-3.715418999999999805e+00,-3.836270999999999987e+00
-3.723049000000000053e+00,-3.808803999999999856e+00
-3.732508999999999855e+00,-3.830471999999999877e+00
-3.717861000000000082e+00,-3.842373999999999956e+00
-3.712978000000000112e+00,-3.834439999999999849e+00
-3.722437999999999914e+00,-3.804532000000000025e+00
-3.730678000000000161e+00,-3.825283999999999907e+00
-3.725490000000000190e+00,-3.827115000000000045e+00
-3.710841999999999974e+00,-3.834744999999999848e+00
-3.713588000000000111e+00,-3.832914000000000154e+00
-3.720607000000000220e+00,-3.818569999999999798e+00
-3.704737999999999865e+00,-3.837797000000000125e+00
-3.708705000000000140e+00,-3.806363000000000163e+00
-3.713588000000000111e+00,-3.783169000000000004e+00
-3.748988999999999905e+00,-3.817654999999999799e+00
-3.709620999999999835e+00,-3.789883000000000113e+00
-3.677881999999999874e+00,-3.795986999999999778e+00
-3.685205999999999982e+00,-3.806668000000000163e+00
-3.721522999999999914e+00,-3.800565000000000193e+00
-3.706874000000000002e+00,-3.802700999999999887e+00
-3.688868999999999954e+00,-3.803615999999999886e+00
-3.721827999999999914e+00,-3.807888999999999857e+00
-3.703517000000000170e+00,-3.798734000000000055e+00
-3.695276999999999923e+00,-3.809109999999999996e+00
-3.695888000000000062e+00,-3.781949000000000005e+00
-3.709010000000000140e+00,-3.800870000000000193e+00
-3.707790000000000141e+00,-3.808193999999999857e+00
-3.673610000000000042e+00,-3.817959999999999798e+00
-3.655298999999999854e+00,-3.794461000000000084e+00
-3.727015999999999885e+00,-3.801175000000000193e+00
-3.671778000000000208e+00,-3.817654999999999799e+00
-3.691310000000000091e+00,-3.810024999999999995e+00
-3.690700000000000092e+00,-3.818264999999999798e+00
-3.681849000000000149e+00,-3.815517999999999965e+00
-3.683069999999999844e+00,-3.764552999999999816e+00
-3.679103000000000012e+00,-3.795986999999999778e+00
-3.660486999999999824e+00,-3.768520999999999788e+00
-3.699549999999999894e+00,-3.764552999999999816e+00
-3.678491999999999873e+00,-3.771878000000000064e+00
-3.654383000000000159e+00,-3.774624000000000201e+00
-3.677881999999999874e+00,-3.781032999999999866e+00
-3.698634000000000199e+00,-3.770046999999999926e+00
-3.694056999999999924e+00,-3.765773999999999955e+00
-3.685512000000000121e+00,-3.785000000000000142e+00
-3.682459999999999845e+00,-3.761807000000000123e+00
-3.674830000000000041e+00,-3.799039000000000055e+00
-3.683069999999999844e+00,-3.767300000000000093e+00
-3.676356000000000179e+00,-3.771571999999999925e+00
-3.709925999999999835e+00,-3.794766000000000084e+00
-3.652247000000000021e+00,-3.776761000000000035e+00
-3.675746000000000180e+00,-3.778897000000000173e+00
-3.669032000000000071e+00,-3.778897000000000173e+00
-3.645227999999999913e+00,-3.743800999999999934e+00
-3.659571000000000129e+00,-3.774014000000000202e+00
-3.692530999999999786e+00,-3.768825999999999787e+00
-3.659571000000000129e+00,-3.772488000000000063e+00
-3.690700000000000092e+00,-3.785915999999999837e+00
-3.653468000000000160e+00,-3.774624000000000201e+00
-3.657434999999999992e+00,-3.792019999999999946e+00
-3.654993999999999854e+00,-3.774624000000000201e+00
-3.633020999999999834e+00,-3.778592000000000173e+00
-3.669337000000000071e+00,-3.772488000000000063e+00
-3.703517000000000170e+00,-3.790798999999999808e+00
-3.686732000000000120e+00,-3.764857999999999816e+00
-3.675746000000000180e+00,-3.749293999999999905e+00
-3.668420999999999932e+00,-3.751431000000000182e+00
-3.667810999999999932e+00,-3.768825999999999787e+00
-3.683069999999999844e+00,-3.754481999999999875e+00
-3.663844000000000101e+00,-3.745937000000000072e+00
-3.678798000000000012e+00,-3.763637999999999817e+00
-3.672693999999999903e+00,-3.750820000000000043e+00
-3.673303999999999903e+00,-3.768215000000000092e+00
-3.682764999999999844e+00,-3.757534000000000152e+00
-3.701686000000000032e+00,-3.772183000000000064e+00
-3.674525000000000041e+00,-3.785915999999999837e+00
-3.642176000000000080e+00,-3.766383999999999954e+00
-3.658349999999999991e+00,-3.780422999999999867e+00
-3.664759000000000100e+00,-3.748378999999999905e+00
-3.679408000000000012e+00,-3.755703000000000014e+00
-3.681849000000000149e+00,-3.764247999999999816e+00
-3.683679999999999843e+00,-3.779507000000000172e+00
-3.677271999999999874e+00,-3.764552999999999816e+00
-3.663232999999999961e+00,-3.763332999999999817e+00
-3.664454000000000100e+00,-3.713588000000000111e+00
-3.669032000000000071e+00,-3.750210000000000043e+00
-3.658656000000000130e+00,-3.745327000000000073e+00
-3.652857000000000021e+00,-3.774929000000000201e+00
-3.678491999999999873e+00,-3.739527999999999963e+00
-3.662622999999999962e+00,-3.749905000000000044e+00
-3.657739999999999991e+00,-3.748073999999999906e+00
-3.660486999999999824e+00,-3.765163999999999955e+00
-3.645227999999999913e+00,-3.768520999999999788e+00
-3.670253000000000210e+00,-3.730983000000000160e+00
-3.664149000000000100e+00,-3.755093000000000014e+00
-3.625391000000000030e+00,-3.731898999999999855e+00
-3.604944000000000148e+00,-3.734646000000000132e+00
-3.653773000000000160e+00,-3.748988999999999905e+00
-3.625696000000000030e+00,-3.727320999999999884e+00
-3.638513999999999804e+00,-3.733119999999999994e+00
-3.618981999999999921e+00,-3.748378999999999905e+00
-3.668420999999999932e+00,-3.735866000000000131e+00
-3.648280000000000189e+00,-3.753566999999999876e+00
-3.656824999999999992e+00,-3.766078999999999954e+00
-3.647364000000000051e+00,-3.742579999999999796e+00
-3.603723000000000010e+00,-3.745327000000000073e+00
-3.674830000000000041e+00,-3.746548000000000211e+00
-3.621729000000000198e+00,-3.726710999999999885e+00
-3.635461999999999971e+00,-3.741664999999999797e+00
-3.637293000000000109e+00,-3.739834000000000103e+00
-3.635156999999999972e+00,-3.752956000000000181e+00
-3.667505999999999933e+00,-3.731593999999999856e+00
-3.637903000000000109e+00,-3.718166000000000082e+00
-3.650415999999999883e+00,-3.729458000000000162e+00
-3.654688000000000159e+00,-3.741664999999999797e+00
-3.617761999999999922e+00,-3.733119999999999994e+00
-3.634851999999999972e+00,-3.707790000000000141e+00
-3.626612000000000169e+00,-3.735256000000000132e+00
-3.626612000000000169e+00,-3.753566999999999876e+00
-3.634851999999999972e+00,-3.735256000000000132e+00
-3.618066999999999922e+00,-3.717861000000000082e+00
-3.638208999999999804e+00,-3.728542000000000023e+00
-3.630884000000000000e+00,-3.723659000000000052e+00
-3.603113000000000010e+00,-3.728237000000000023e+00
-3.637293000000000109e+00,-3.744717000000000073e+00
-3.638818999999999804e+00,-3.724269000000000052e+00
-3.647059000000000051e+00,-3.727932000000000023e+00
-3.629969000000000001e+00,-3.728542000000000023e+00
-3.633630999999999833e+00,-3.731593999999999856e+00
-3.638818999999999804e+00,-3.717556000000000083e+00
-3.643397000000000219e+00,-3.750515000000000043e+00
-3.623559999999999892e+00,-3.730983000000000160e+00
-3.620508000000000060e+00,-3.717556000000000083e+00
-3.597925000000000040e+00,-3.705042999999999864e+00
-3.603113000000000010e+00,-3.714503999999999806e+00
-3.617455999999999783e+00,-3.737696999999999825e+00
-3.619286999999999921e+00,-3.746853000000000211e+00
-3.610742000000000118e+00,-3.739222999999999963e+00
-3.625086000000000030e+00,-3.753566999999999876e+00
-3.612267999999999812e+00,-3.737086999999999826e+00
-3.615320000000000089e+00,-3.743190999999999935e+00
-3.667200999999999933e+00,-3.730678000000000161e+00
-3.639428999999999803e+00,-3.722437999999999914e+00
-3.613183999999999951e+00,-3.711146999999999974e+00
-3.607690999999999981e+00,-3.742884999999999796e+00
-3.633935999999999833e+00,-3.712673000000000112e+00
-3.602501999999999871e+00,-3.711451999999999973e+00
-3.610437000000000118e+00,-3.714503999999999806e+00
-3.626612000000000169e+00,-3.708400000000000141e+00
-3.612878999999999952e+00,-3.723659000000000052e+00
-3.623254999999999892e+00,-3.728237000000000023e+00
-3.599756000000000178e+00,-3.700771000000000033e+00
-3.622949999999999893e+00,-3.704127999999999865e+00
-3.624781000000000031e+00,-3.697108000000000061e+00
-3.654078000000000159e+00,-3.701381000000000032e+00
-3.626612000000000169e+00,-3.689783999999999953e+00
-3.597925000000000040e+00,-3.677576999999999874e+00
-3.592737000000000069e+00,-3.691920000000000091e+00
-3.632410000000000139e+00,-3.707790000000000141e+00
-3.613488999999999951e+00,-3.681239000000000150e+00
-3.612572999999999812e+00,-3.680018000000000011e+00
-3.619898000000000060e+00,-3.697719000000000200e+00
-3.627832000000000168e+00,-3.676051000000000180e+00
-3.634240999999999833e+00,-3.687342999999999815e+00
-3.635156999999999972e+00,-3.697719000000000200e+00
-3.589074999999999793e+00,-3.693445999999999785e+00
-3.604028000000000009e+00,-3.688562999999999814e+00
-3.614405000000000090e+00,-3.699244999999999894e+00
-3.567407000000000217e+00,-3.717556000000000083e+00
-3.597008999999999901e+00,-3.712978000000000112e+00
-3.608605999999999980e+00,-3.715113999999999805e+00
-3.612878999999999952e+00,-3.673915000000000042e+00
-3.618066999999999922e+00,-3.710230999999999835e+00
-3.615930000000000089e+00,-3.668115999999999932e+00
-3.584801999999999822e+00,-3.716944999999999943e+00
-3.619286999999999921e+00,-3.668115999999999932e+00
-3.578698000000000157e+00,-3.670558000000000209e+00
-3.592432000000000070e+00,-3.684595999999999982e+00
-3.580528999999999851e+00,-3.693140999999999785e+00
-3.590905999999999931e+00,-3.689478999999999953e+00
-3.629357999999999862e+00,-3.699244999999999894e+00
-3.609827000000000119e+00,-3.673610000000000042e+00
-3.618371999999999922e+00,-3.693140999999999785e+00
-3.599145000000000039e+00,-3.675441000000000180e+00
-3.567102000000000217e+00,-3.670558000000000209e+00
-3.583581000000000127e+00,-3.707485000000000142e+00
-3.570459000000000049e+00,-3.670863000000000209e+00
-3.585411999999999821e+00,-3.698024000000000200e+00
-3.588159000000000098e+00,-3.697719000000000200e+00
-3.594873000000000207e+00,-3.669947000000000070e+00
-3.599756000000000178e+00,-3.683985999999999983e+00
-3.603113000000000010e+00,-3.681849000000000149e+00
-3.580223999999999851e+00,-3.682764999999999844e+00
-3.599451000000000178e+00,-3.697108000000000061e+00
-3.576867000000000019e+00,-3.661401999999999823e+00
-3.596703999999999901e+00,-3.695276999999999923e+00
-3.579308999999999852e+00,-3.683985999999999983e+00
-3.612878999999999952e+00,-3.675746000000000180e+00
-3.550317000000000167e+00,-3.659876000000000129e+00
