Extracellular,Intracellular_PD1
-1.817350000000000076e-01,-4.821697999999999595e+00
-1.927210000000000034e-01,-4.795148000000000188e+00
-2.330049999999999899e-01,-4.803692999999999991e+00
-2.201879999999999948e-01,-4.830854000000000426e+00
-2.317849999999999910e-01,-4.825666000000000011e+00
-1.905850000000000044e-01,-4.831159000000000425e+00
-2.107269999999999976e-01,-4.833599999999999675e+00
-1.853970000000000062e-01,-4.819867000000000345e+00
-1.521319999999999895e-01,-4.817731000000000208e+00
-1.420609999999999928e-01,-4.809491000000000405e+00
-1.213090000000000002e-01,-4.805524000000000129e+00
-1.069660000000000055e-01,-4.794842000000000048e+00
-9.689499999999999502e-02,-4.801250999999999713e+00
-7.980500000000000094e-02,-4.793622000000000050e+00
-8.133100000000000052e-02,-4.785992000000000246e+00
-6.454600000000000615e-02,-4.817731000000000208e+00
-5.142300000000000343e-02,-4.800945999999999714e+00
-4.623499999999999832e-02,-4.767070999999999614e+00
-2.792400000000000090e-02,-4.766765999999999615e+00
-4.287799999999999945e-02,-4.782939999999999969e+00
-9.003000000000000586e-03,-4.772564000000000028e+00
-8.697999999999999135e-03,-4.790874999999999773e+00
-2.273599999999999927e-02,-4.792095999999999911e+00
-7.781999999999999855e-03,-4.792400999999999911e+00
-1.693800000000000167e-02,-4.777447000000000443e+00
5.341000000000000261e-03,-4.747844999999999871e+00
-6.256000000000000276e-03,-4.784466000000000108e+00
-9.308000000000000301e-03,-4.742351000000000205e+00
2.288999999999999802e-03,-4.741741000000000206e+00
2.334599999999999870e-02,-4.793010999999999910e+00
1.785300000000000081e-02,-4.806439000000000128e+00
1.297000000000000063e-02,-4.784161000000000108e+00
-1.724300000000000138e-02,-4.787823000000000384e+00
-4.425000000000000114e-03,-4.787823000000000384e+00
-2.899000000000000101e-03,-4.786297000000000246e+00
-2.120999999999999969e-02,-4.735942999999999792e+00
-2.731400000000000147e-02,-4.802776999999999852e+00
-3.005999999999999991e-02,-4.765240000000000364e+00
-3.219700000000000339e-02,-4.768291999999999753e+00
-3.555400000000000227e-02,-4.788128000000000384e+00
-1.174900000000000076e-02,-4.772869000000000028e+00
-5.950999999999999693e-03,-4.774090000000000167e+00
2.288999999999999802e-03,-4.776837000000000444e+00
-1.022400000000000045e-02,-4.724345999999999712e+00
1.174900000000000076e-02,-4.772564000000000028e+00
-1.388600000000000077e-02,-4.771954000000000029e+00
2.639800000000000132e-02,-4.776837000000000444e+00
2.288999999999999802e-03,-4.745097999999999594e+00
-7.781999999999999855e-03,-4.762188000000000088e+00
-2.884000000000000105e-02,-4.780498999999999832e+00
-3.189100000000000268e-02,-4.767680999999999614e+00
-2.120999999999999969e-02,-4.764324000000000225e+00
-3.982600000000000029e-02,-4.776837000000000444e+00
-1.876900000000000096e-02,-4.789348999999999634e+00
-2.853400000000000034e-02,-4.754559000000000424e+00
-2.120999999999999969e-02,-4.769511999999999752e+00
-5.341000000000000261e-03,-4.754559000000000424e+00
-1.907400000000000068e-02,-4.756694999999999673e+00
-1.449600000000000020e-02,-4.764019000000000226e+00
-4.776099999999999790e-02,-4.775006000000000306e+00
-4.837099999999999733e-02,-4.809491000000000405e+00
-3.036499999999999963e-02,-4.782024999999999970e+00
-1.998899999999999982e-02,-4.765850000000000364e+00
5.950999999999999693e-03,-4.709392000000000245e+00
-1.113899999999999960e-02,-4.738993999999999929e+00
-5.950999999999999693e-03,-4.781719999999999970e+00
1.678000000000000021e-03,-4.754864000000000424e+00
-9.613000000000000017e-03,-4.782939999999999969e+00
-4.013100000000000001e-02,-4.747844999999999871e+00
-7.630000000000000063e-04,-4.709087000000000245e+00
-3.341700000000000226e-02,-4.722209999999999575e+00
-1.449600000000000020e-02,-4.718853000000000186e+00
-3.250200000000000311e-02,-4.766460999999999615e+00
-3.952100000000000057e-02,-4.717020999999999908e+00
-4.348799999999999888e-02,-4.732891000000000403e+00
-4.318299999999999916e-02,-4.758525999999999812e+00
-4.120000000000000398e-03,-4.747233999999999732e+00
-7.630000000000000063e-04,-4.777142000000000444e+00
-3.203999999999999817e-03,-4.731365000000000265e+00
-1.373000000000000088e-03,-4.718242000000000047e+00
-1.907400000000000068e-02,-4.751507000000000147e+00
6.866999999999999840e-03,-4.785382000000000247e+00
-9.308000000000000301e-03,-4.748759999999999870e+00
-1.602200000000000152e-02,-4.768291999999999753e+00
-7.630000000000000063e-04,-4.771344000000000030e+00
-1.449600000000000020e-02,-4.740520000000000067e+00
8.697999999999999135e-03,-4.726176999999999850e+00
-2.731400000000000147e-02,-4.749371000000000009e+00
-2.334599999999999870e-02,-4.750896000000000008e+00
-2.426199999999999884e-02,-4.750896000000000008e+00
-2.670300000000000104e-02,-4.742962000000000344e+00
-3.860500000000000043e-02,-4.746623999999999732e+00
-4.409899999999999931e-02,-4.758525999999999812e+00
-1.022400000000000045e-02,-4.732586000000000404e+00
1.067999999999999939e-03,-4.755474000000000423e+00
-1.083399999999999988e-02,-4.741436000000000206e+00
-1.815800000000000053e-02,-4.720684000000000324e+00
-3.158600000000000296e-02,-4.767070999999999614e+00
-3.189100000000000268e-02,-4.733501000000000403e+00
-1.663200000000000095e-02,-4.730755000000000265e+00
-1.083399999999999988e-02,-4.747538999999999731e+00
-2.792400000000000090e-02,-4.753643000000000285e+00
-1.449600000000000020e-02,-4.735636999999999652e+00
-2.120999999999999969e-02,-4.750896000000000008e+00
-1.205499999999999974e-02,-4.757609999999999673e+00
-3.311200000000000254e-02,-4.776837000000000444e+00
-2.151499999999999940e-02,-4.750286000000000008e+00
-1.968400000000000011e-02,-4.757304999999999673e+00
-3.510000000000000099e-03,-4.759746999999999950e+00
-4.226699999999999902e-02,-4.765850000000000364e+00
-5.035000000000000413e-03,-4.743572000000000344e+00
-1.358099999999999932e-02,-4.747233999999999732e+00
-1.937900000000000039e-02,-4.775006000000000306e+00
-1.266499999999999918e-02,-4.725871999999999851e+00
-4.013100000000000001e-02,-4.771649000000000029e+00
-4.806599999999999762e-02,-4.770122999999999891e+00
-5.355900000000000244e-02,-4.722819999999999574e+00
-8.346699999999999953e-02,-4.748454999999999870e+00
-9.872599999999999432e-02,-4.749064999999999870e+00
-1.173420000000000019e-01,-4.717632000000000048e+00
-9.994699999999999418e-02,-4.737162999999999791e+00
-9.750499999999999445e-02,-4.740215000000000067e+00
-9.140199999999999714e-02,-4.754559000000000424e+00
-7.217500000000000304e-02,-4.747844999999999871e+00
-4.501399999999999846e-02,-4.749371000000000009e+00
-1.373000000000000088e-03,-4.735331999999999653e+00
2.884000000000000105e-02,-4.744487999999999595e+00
2.120999999999999969e-02,-4.739910000000000068e+00
2.456699999999999856e-02,-4.751507000000000147e+00
3.799500000000000099e-02,-4.771649000000000029e+00
3.555400000000000227e-02,-4.777447000000000443e+00
5.661100000000000160e-02,-4.762799000000000227e+00
6.302000000000000657e-02,-4.755474000000000423e+00
5.142300000000000343e-02,-4.756084999999999674e+00
5.813700000000000118e-02,-4.714579999999999771e+00
4.684499999999999775e-02,-4.782329999999999970e+00
2.670300000000000104e-02,-4.746013999999999733e+00
2.578799999999999842e-02,-4.740215000000000067e+00
1.693800000000000167e-02,-4.728922999999999988e+00
1.327500000000000034e-02,-4.729229000000000127e+00
1.388600000000000077e-02,-4.737468999999999930e+00
9.308000000000000301e-03,-4.750591000000000008e+00
1.266499999999999918e-02,-4.755169000000000423e+00
1.358099999999999932e-02,-4.741436000000000206e+00
-2.395699999999999913e-02,-4.748149999999999871e+00
-1.846300000000000024e-02,-4.717327000000000048e+00
-2.304099999999999898e-02,-4.750896000000000008e+00
-8.697999999999999135e-03,-4.725565999999999711e+00
-2.273599999999999927e-02,-4.732891000000000403e+00
-7.477000000000000139e-03,-4.740826000000000207e+00
-4.729999999999999830e-03,-4.722514999999999574e+00
-3.219700000000000339e-02,-4.742351000000000205e+00
-1.449600000000000020e-02,-4.718547000000000047e+00
-3.921600000000000086e-02,-4.718853000000000186e+00
-3.433300000000000241e-02,-4.754559000000000424e+00
-1.937900000000000039e-02,-4.744487999999999595e+00
-1.205499999999999974e-02,-4.713663999999999632e+00
-1.327500000000000034e-02,-4.732891000000000403e+00
-2.578799999999999842e-02,-4.730449000000000126e+00
-2.487199999999999828e-02,-4.753338000000000285e+00
-3.219700000000000339e-02,-4.717020999999999908e+00
-5.081299999999999706e-02,-4.746318999999999733e+00
-1.327500000000000034e-02,-4.760356999999999950e+00
-1.480099999999999992e-02,-4.753643000000000285e+00
-3.036499999999999963e-02,-4.724955999999999712e+00
-1.678000000000000021e-03,-4.706644999999999968e+00
-4.318299999999999916e-02,-4.706949999999999967e+00
-5.752700000000000174e-02,-4.742657000000000345e+00
-4.013100000000000001e-02,-4.729534000000000127e+00
-2.884000000000000105e-02,-4.709087000000000245e+00
-2.120999999999999969e-02,-4.722819999999999574e+00
-3.616400000000000170e-02,-4.753338000000000285e+00
-2.120999999999999969e-02,-4.731975000000000264e+00
-3.341700000000000226e-02,-4.738383999999999929e+00
-2.151499999999999940e-02,-4.704508999999999830e+00
-7.630000000000000063e-04,-4.735026999999999653e+00
-1.907400000000000068e-02,-4.712748999999999633e+00
-2.700800000000000076e-02,-4.735636999999999652e+00
-1.663200000000000095e-02,-4.702067999999999692e+00
-4.531899999999999817e-02,-4.741436000000000206e+00
-1.602200000000000152e-02,-4.705729999999999968e+00
-1.113899999999999960e-02,-4.718853000000000186e+00
-2.029399999999999954e-02,-4.748454999999999870e+00
-2.822900000000000062e-02,-4.744487999999999595e+00
-3.005999999999999991e-02,-4.706339999999999968e+00
-2.945000000000000048e-02,-4.726786999999999850e+00
-2.761900000000000119e-02,-4.741436000000000206e+00
-2.517700000000000146e-02,-4.710002000000000244e+00
-1.968400000000000011e-02,-4.719463000000000186e+00
-2.548299999999999871e-02,-4.709087000000000245e+00
-3.341700000000000226e-02,-4.719158000000000186e+00
-4.013100000000000001e-02,-4.712138999999999633e+00
-1.297000000000000063e-02,-4.703898999999999830e+00
-2.426199999999999884e-02,-4.683145999999999809e+00
-3.311200000000000254e-02,-4.691080999999999612e+00
-4.226699999999999902e-02,-4.712748999999999633e+00
-4.776099999999999790e-02,-4.718853000000000186e+00
1.530000000000000056e-04,-4.707256000000000107e+00
-3.005999999999999991e-02,-4.715189999999999770e+00
5.341000000000000261e-03,-4.699321000000000303e+00
-2.517700000000000146e-02,-4.715189999999999770e+00
-2.273599999999999927e-02,-4.700237000000000442e+00
5.950999999999999693e-03,-4.691690999999999612e+00
-4.120000000000000398e-03,-4.717632000000000048e+00
1.083399999999999988e-02,-4.700237000000000442e+00
-1.052900000000000016e-02,-4.704813999999999830e+00
-1.968400000000000011e-02,-4.660257999999999790e+00
-2.578799999999999842e-02,-4.702677999999999692e+00
-1.785300000000000081e-02,-4.717632000000000048e+00
-9.003000000000000586e-03,-4.712748999999999633e+00
-9.308000000000000301e-03,-4.677958000000000283e+00
-1.327500000000000034e-02,-4.697795000000000165e+00
-5.950999999999999693e-03,-4.700847000000000442e+00
-4.989699999999999691e-02,-4.702677999999999692e+00
-5.813700000000000118e-02,-4.698100000000000165e+00
-7.003900000000000403e-02,-4.700542000000000442e+00
-2.884000000000000105e-02,-4.686198000000000086e+00
-4.501399999999999846e-02,-4.715189999999999770e+00
-2.639800000000000132e-02,-4.704508999999999830e+00
-4.776099999999999790e-02,-4.679179000000000421e+00
-3.005999999999999991e-02,-4.699931000000000303e+00
-1.419100000000000049e-02,-4.681314999999999671e+00
1.530000000000000056e-04,-4.665141000000000204e+00
-3.814999999999999815e-03,-4.704813999999999830e+00
-5.035000000000000413e-03,-4.677653000000000283e+00
-1.327500000000000034e-02,-4.688334000000000223e+00
-5.447500000000000259e-02,-4.701762000000000441e+00
-2.945000000000000048e-02,-4.663920000000000066e+00
-2.060000000000000026e-02,-4.724650999999999712e+00
-3.510000000000000099e-03,-4.674601000000000006e+00
-5.950999999999999693e-03,-4.665141000000000204e+00
-2.426199999999999884e-02,-4.731060000000000265e+00
-2.365099999999999841e-02,-4.707256000000000107e+00
-2.792400000000000090e-02,-4.708476000000000106e+00
-4.425000000000000114e-03,-4.691690999999999612e+00
-9.003000000000000586e-03,-4.697490000000000165e+00
-6.866999999999999840e-03,-4.688945000000000363e+00
-1.724300000000000138e-02,-4.710307000000000244e+00
-2.731400000000000147e-02,-4.673074999999999868e+00
1.530000000000000056e-04,-4.694437999999999889e+00
-8.087000000000000438e-03,-4.717632000000000048e+00
-2.670300000000000104e-02,-4.729839000000000127e+00
-2.975500000000000020e-02,-4.708476000000000106e+00
-2.914500000000000077e-02,-4.698100000000000165e+00
-1.724300000000000138e-02,-4.724955999999999712e+00
-3.036499999999999963e-02,-4.750591000000000008e+00
-3.219700000000000339e-02,-4.708782000000000245e+00
-2.884000000000000105e-02,-4.727702999999999989e+00
-1.358099999999999932e-02,-4.703898999999999830e+00
-1.205499999999999974e-02,-4.691996999999999751e+00
-2.090499999999999997e-02,-4.703898999999999830e+00
-6.256000000000000276e-03,-4.705118999999999829e+00
-2.792400000000000090e-02,-4.699321000000000303e+00
-3.203999999999999817e-03,-4.721904000000000323e+00
-7.477000000000000139e-03,-4.701457000000000441e+00
-1.327500000000000034e-02,-4.725871999999999851e+00
-3.891100000000000114e-02,-4.724955999999999712e+00
-2.334599999999999870e-02,-4.744487999999999595e+00
-1.541200000000000035e-02,-4.713663999999999632e+00
-2.853400000000000034e-02,-4.690775999999999613e+00
-2.029399999999999954e-02,-4.686809000000000225e+00
-1.174900000000000076e-02,-4.702067999999999692e+00
-1.754800000000000110e-02,-4.705424999999999969e+00
-1.388600000000000077e-02,-4.694132999999999889e+00
1.998899999999999982e-02,-4.723429999999999573e+00
-4.580000000000000195e-04,-4.681620999999999810e+00
-9.003000000000000586e-03,-4.696269000000000027e+00
-1.785300000000000081e-02,-4.709392000000000245e+00
-1.297000000000000063e-02,-4.692606999999999751e+00
-3.372200000000000197e-02,-4.690775999999999613e+00
-3.463800000000000212e-02,-4.698100000000000165e+00
-4.287799999999999945e-02,-4.689860000000000362e+00
-3.494300000000000184e-02,-4.691385999999999612e+00
-6.256000000000000276e-03,-4.717632000000000048e+00
2.593999999999999952e-03,-4.742046000000000205e+00
-7.781999999999999855e-03,-4.691385999999999612e+00
-3.372200000000000197e-02,-4.684976999999999947e+00
8.087000000000000438e-03,-4.694132999999999889e+00
-2.288999999999999802e-03,-4.704813999999999830e+00
-4.013100000000000001e-02,-4.690470999999999613e+00
-2.899000000000000101e-03,-4.700847000000000442e+00
5.950999999999999693e-03,-4.709697000000000244e+00
1.022400000000000045e-02,-4.658731999999999651e+00
-1.083399999999999988e-02,-4.704203999999999830e+00
-2.456699999999999856e-02,-4.698711000000000304e+00
-2.395699999999999913e-02,-4.716105999999999909e+00
-3.677400000000000113e-02,-4.690470999999999613e+00
-2.761900000000000119e-02,-4.690470999999999613e+00
-2.548299999999999871e-02,-4.695354000000000028e+00
6.256000000000000276e-03,-4.716105999999999909e+00
7.630000000000000063e-04,-4.693827999999999889e+00
-1.297000000000000063e-02,-4.697185000000000166e+00
5.645999999999999977e-03,-4.695354000000000028e+00
5.341000000000000261e-03,-4.681314999999999671e+00
-8.087000000000000438e-03,-4.726481999999999850e+00
-2.304099999999999898e-02,-4.714274999999999771e+00
-3.646900000000000142e-02,-4.711833000000000382e+00
-2.731400000000000147e-02,-4.687419000000000224e+00
-1.541200000000000035e-02,-4.721904000000000323e+00
-1.693800000000000167e-02,-4.684976999999999947e+00
-1.754800000000000110e-02,-4.688029000000000224e+00
-2.945000000000000048e-02,-4.711223000000000383e+00
-3.036499999999999963e-02,-4.676738000000000284e+00
-2.792400000000000090e-02,-4.717632000000000048e+00
-2.181999999999999912e-02,-4.707866000000000106e+00
-1.174900000000000076e-02,-4.708476000000000106e+00
-5.341000000000000261e-03,-4.723124999999999574e+00
1.530000000000000056e-04,-4.726481999999999850e+00
-1.571699999999999833e-02,-4.703592999999999691e+00
-2.288999999999999802e-03,-4.684366999999999948e+00
-1.632700000000000123e-02,-4.700237000000000442e+00
-1.052900000000000016e-02,-4.698711000000000304e+00
9.308000000000000301e-03,-4.704203999999999830e+00
2.060000000000000026e-02,-4.696574000000000026e+00
-1.984000000000000086e-03,-4.734111999999999654e+00
-1.815800000000000053e-02,-4.751812000000000147e+00
-2.609300000000000161e-02,-4.756084999999999674e+00
-6.560999999999999992e-03,-4.700237000000000442e+00
-2.822900000000000062e-02,-4.711223000000000383e+00
-2.395699999999999913e-02,-4.733806000000000402e+00
-4.226699999999999902e-02,-4.731670000000000265e+00
-2.212599999999999983e-02,-4.740520000000000067e+00
-1.022400000000000045e-02,-4.748454999999999870e+00
-1.602200000000000152e-02,-4.737468999999999930e+00
-2.792400000000000090e-02,-4.756389999999999674e+00
-7.172000000000000423e-03,-4.748759999999999870e+00
-1.530000000000000056e-04,-4.759746999999999950e+00
-1.754800000000000110e-02,-4.772869000000000028e+00
-3.372200000000000197e-02,-4.771037999999999890e+00
-2.884000000000000105e-02,-4.778057999999999694e+00
-4.501399999999999846e-02,-4.782634999999999970e+00
-1.174900000000000076e-02,-4.772869000000000028e+00
-4.501399999999999846e-02,-4.782634999999999970e+00
-3.280700000000000283e-02,-4.775616000000000305e+00
-4.226699999999999902e-02,-4.815290000000000070e+00
-1.846300000000000024e-02,-4.776837000000000444e+00
-3.219700000000000339e-02,-4.763409000000000226e+00
-2.899000000000000101e-03,-4.771954000000000029e+00
-7.477000000000000139e-03,-4.772259000000000029e+00
-1.632700000000000123e-02,-4.808576000000000406e+00
-9.308000000000000301e-03,-4.793622000000000050e+00
-2.670300000000000104e-02,-4.796368000000000187e+00
-1.297000000000000063e-02,-4.800640999999999714e+00
-3.921600000000000086e-02,-4.810406999999999655e+00
-2.761900000000000119e-02,-4.782329999999999970e+00
-4.348799999999999888e-02,-4.788128000000000384e+00
-1.907400000000000068e-02,-4.772259000000000029e+00
-9.201199999999999657e-02,-4.810711999999999655e+00
-1.393149999999999944e-01,-4.815900000000000070e+00
-2.430759999999999865e-01,-4.786603000000000385e+00
-3.797969999999999957e-01,-4.815290000000000070e+00
-4.603650000000000242e-01,-4.832074000000000424e+00
-4.625009999999999954e-01,-4.822308999999999735e+00
-3.999389999999999890e-01,-4.814068999999999932e+00
-2.961779999999999968e-01,-4.808576000000000406e+00
-1.246659999999999990e-01,-4.828717000000000148e+00
9.567399999999999516e-02,-4.805219000000000129e+00
3.480579999999999785e-01,-4.804912999999999990e+00
4.704360000000000208e-01,-4.815900000000000070e+00
5.650420000000000442e-01,-4.816510000000000069e+00
5.812159999999999549e-01,-4.858319999999999972e+00
5.781640000000000112e-01,-4.829633000000000287e+00
5.137709999999999777e-01,-4.810101000000000404e+00
4.347300000000000053e-01,-4.815900000000000070e+00
3.453120000000000078e-01,-4.803387999999999991e+00
2.452120000000000133e-01,-4.826886000000000010e+00
1.167320000000000024e-01,-4.844281999999999755e+00
2.456699999999999856e-02,-4.838788000000000089e+00
-2.426199999999999884e-02,-4.818036000000000207e+00
-9.536899999999999544e-02,-4.824444999999999872e+00
-1.466389999999999916e-01,-4.813457999999999792e+00
-1.896700000000000053e-01,-4.824444999999999872e+00
-2.265959999999999919e-01,-4.841535000000000366e+00
-2.207979999999999943e-01,-4.827802000000000149e+00
-2.082859999999999989e-01,-4.811016999999999655e+00
-2.330049999999999899e-01,-4.807355000000000267e+00
-2.030980000000000008e-01,-4.795148000000000188e+00
-1.896700000000000053e-01,-4.789043999999999635e+00
-1.689170000000000116e-01,-4.833905999999999814e+00
-1.536579999999999890e-01,-4.836041999999999952e+00
-1.557949999999999890e-01,-4.820172000000000345e+00
-1.475549999999999917e-01,-4.811321999999999655e+00
-1.194780000000000009e-01,-4.816815000000000069e+00
-9.475899999999999601e-02,-4.826581000000000010e+00
-7.400600000000000234e-02,-4.792705999999999911e+00
-7.766800000000000093e-02,-4.829023000000000287e+00
-5.783200000000000146e-02,-4.806134000000000128e+00
-5.752700000000000174e-02,-4.819257000000000346e+00
-4.898099999999999676e-02,-4.811932999999999794e+00
-2.181999999999999912e-02,-4.792095999999999911e+00
-1.693800000000000167e-02,-4.802776999999999852e+00
-1.235999999999999946e-02,-4.811016999999999655e+00
-2.365099999999999841e-02,-4.844281999999999755e+00
-6.256000000000000276e-03,-4.857709999999999972e+00
-3.250200000000000311e-02,-4.820782999999999596e+00
-2.151499999999999940e-02,-4.819257000000000346e+00
3.341700000000000226e-02,-4.796063000000000187e+00
3.005999999999999991e-02,-4.795758000000000187e+00
1.571699999999999833e-02,-4.831769000000000425e+00
1.602200000000000152e-02,-4.788433999999999635e+00
-5.645999999999999977e-03,-4.810101000000000404e+00
1.067999999999999939e-03,-4.780193999999999832e+00
-6.256000000000000276e-03,-4.750896000000000008e+00
-1.984000000000000086e-03,-4.843060999999999616e+00
-4.580000000000000195e-04,-4.801555999999999713e+00
-9.613000000000000017e-03,-4.816815000000000069e+00
-1.052900000000000016e-02,-4.796368000000000187e+00
1.358099999999999932e-02,-4.785382000000000247e+00
-2.288999999999999802e-03,-4.790569999999999773e+00
-1.449600000000000020e-02,-4.811321999999999655e+00
-2.120999999999999969e-02,-4.814678999999999931e+00
-1.174900000000000076e-02,-4.793927000000000049e+00
-6.256000000000000276e-03,-4.811016999999999655e+00
7.630000000000000063e-04,-4.790569999999999773e+00
-4.013100000000000001e-02,-4.785992000000000246e+00
-3.036499999999999963e-02,-4.796063000000000187e+00
-4.928699999999999748e-02,-4.796063000000000187e+00
-3.219700000000000339e-02,-4.784771000000000107e+00
-2.151499999999999940e-02,-4.771954000000000029e+00
-2.273599999999999927e-02,-4.787823000000000384e+00
-6.256000000000000276e-03,-4.782329999999999970e+00
-4.074200000000000044e-02,-4.752117000000000147e+00
-3.280700000000000283e-02,-4.791179999999999772e+00
-1.968400000000000011e-02,-4.782939999999999969e+00
-1.205499999999999974e-02,-4.794232000000000049e+00
-1.067999999999999939e-03,-4.803387999999999991e+00
-1.632700000000000123e-02,-4.780498999999999832e+00
-9.917999999999999733e-03,-4.790264999999999773e+00
-1.724300000000000138e-02,-4.753948000000000285e+00
-2.731400000000000147e-02,-4.790264999999999773e+00
-3.799500000000000099e-02,-4.785382000000000247e+00
-3.341700000000000226e-02,-4.802166999999999852e+00
-1.754800000000000110e-02,-4.765240000000000364e+00
-2.593999999999999952e-03,-4.768291999999999753e+00
-1.937900000000000039e-02,-4.778972999999999693e+00
1.052900000000000016e-02,-4.757915999999999812e+00
1.678000000000000021e-03,-4.771037999999999890e+00
-2.548299999999999871e-02,-4.757915999999999812e+00
-2.731400000000000147e-02,-4.780498999999999832e+00
-1.815800000000000053e-02,-4.789043999999999635e+00
-3.510000000000000099e-03,-4.767375999999999614e+00
-1.174900000000000076e-02,-4.765545000000000364e+00
-1.876900000000000096e-02,-4.778362999999999694e+00
-2.456699999999999856e-02,-4.788128000000000384e+00
-1.846300000000000024e-02,-4.780803999999999832e+00
-5.645999999999999977e-03,-4.774090000000000167e+00
-2.822900000000000062e-02,-4.806134000000000128e+00
-5.447500000000000259e-02,-4.765240000000000364e+00
-4.257299999999999973e-02,-4.766460999999999615e+00
-2.487199999999999828e-02,-4.789348999999999634e+00
-1.541200000000000035e-02,-4.793317000000000050e+00
-1.984000000000000086e-03,-4.763714000000000226e+00
-3.738500000000000156e-02,-4.749981000000000009e+00
-1.297000000000000063e-02,-4.796063000000000187e+00
1.297000000000000063e-02,-4.789043999999999635e+00
-2.120999999999999969e-02,-4.799419999999999575e+00
-1.541200000000000035e-02,-4.766460999999999615e+00
-2.029399999999999954e-02,-4.775616000000000305e+00
-3.524800000000000155e-02,-4.747844999999999871e+00
-9.917999999999999733e-03,-4.737468999999999930e+00
-2.365099999999999841e-02,-4.763714000000000226e+00
-1.754800000000000110e-02,-4.792705999999999911e+00
-8.087000000000000438e-03,-4.788128000000000384e+00
-1.235999999999999946e-02,-4.763104000000000227e+00
-1.663200000000000095e-02,-4.768596999999999753e+00
-1.663200000000000095e-02,-4.761883000000000088e+00
-4.120000000000000398e-03,-4.757304999999999673e+00
-5.341000000000000261e-03,-4.748759999999999870e+00
-1.083399999999999988e-02,-4.777447000000000443e+00
-2.090499999999999997e-02,-4.735331999999999653e+00
-2.288999999999999802e-03,-4.787213000000000385e+00
-1.480099999999999992e-02,-4.762493000000000087e+00
1.373000000000000088e-03,-4.750896000000000008e+00
-4.959199999999999720e-02,-4.763714000000000226e+00
-4.257299999999999973e-02,-4.792705999999999911e+00
-3.585900000000000198e-02,-4.750286000000000008e+00
-3.860500000000000043e-02,-4.739300000000000068e+00
-1.571699999999999833e-02,-4.753948000000000285e+00
-1.632700000000000123e-02,-4.740215000000000067e+00
-4.120000000000000398e-03,-4.749676000000000009e+00
-5.645999999999999977e-03,-4.753338000000000285e+00
-1.052900000000000016e-02,-4.754559000000000424e+00
7.630000000000000063e-04,-4.724955999999999712e+00
-2.548299999999999871e-02,-4.761578000000000088e+00
-1.083399999999999988e-02,-4.755474000000000423e+00
-4.580000000000000195e-04,-4.757915999999999812e+00
-1.632700000000000123e-02,-4.746928999999999732e+00
-3.036499999999999963e-02,-4.743877000000000344e+00
-2.243099999999999955e-02,-4.749371000000000009e+00
-1.632700000000000123e-02,-4.726786999999999850e+00
-3.219700000000000339e-02,-4.758220999999999812e+00
-1.678000000000000021e-03,-4.767070999999999614e+00
-1.052900000000000016e-02,-4.729229000000000127e+00
-2.426199999999999884e-02,-4.779888999999999832e+00
-1.724300000000000138e-02,-4.726176999999999850e+00
-2.914500000000000077e-02,-4.744182000000000343e+00
-1.541200000000000035e-02,-4.704508999999999830e+00
-2.212599999999999983e-02,-4.765850000000000364e+00
-3.799500000000000099e-02,-4.739605000000000068e+00
-2.426199999999999884e-02,-4.731060000000000265e+00
-9.613000000000000017e-03,-4.781108999999999831e+00
-9.003000000000000586e-03,-4.735331999999999653e+00
-2.243099999999999955e-02,-4.761273000000000089e+00
-1.754800000000000110e-02,-4.712443999999999633e+00
-4.729999999999999830e-03,-4.769511999999999752e+00
-2.456699999999999856e-02,-4.742962000000000344e+00
-8.697999999999999135e-03,-4.726481999999999850e+00
-2.120999999999999969e-02,-4.738688999999999929e+00
-3.891100000000000114e-02,-4.737468999999999930e+00
-2.792400000000000090e-02,-4.747538999999999731e+00
-3.799500000000000099e-02,-4.754253000000000284e+00
-9.917999999999999733e-03,-4.763104000000000227e+00
-2.334599999999999870e-02,-4.748454999999999870e+00
-1.144399999999999931e-02,-4.755169000000000423e+00
-1.968400000000000011e-02,-4.744182000000000343e+00
-3.814999999999999815e-03,-4.729534000000000127e+00
-1.052900000000000016e-02,-4.749371000000000009e+00
-1.984000000000000086e-03,-4.740826000000000207e+00
3.814999999999999815e-03,-4.765240000000000364e+00
-3.510000000000000099e-03,-4.758220999999999812e+00
-1.846300000000000024e-02,-4.739910000000000068e+00
-4.165699999999999958e-02,-4.766460999999999615e+00
-1.541200000000000035e-02,-4.753338000000000285e+00
-3.311200000000000254e-02,-4.746928999999999732e+00
-2.120999999999999969e-02,-4.728312999999999988e+00
-1.815800000000000053e-02,-4.770732999999999890e+00
-3.510000000000000099e-03,-4.760661999999999949e+00
-7.630000000000000063e-04,-4.775006000000000306e+00
-3.005999999999999991e-02,-4.754253000000000284e+00
-1.358099999999999932e-02,-4.782939999999999969e+00
-3.860500000000000043e-02,-4.761578000000000088e+00
-1.297000000000000063e-02,-4.742046000000000205e+00
-4.165699999999999958e-02,-4.735942999999999792e+00
-3.646900000000000142e-02,-4.733501000000000403e+00
-2.761900000000000119e-02,-4.743877000000000344e+00
-5.950999999999999693e-03,-4.755779000000000423e+00
-2.548299999999999871e-02,-4.749064999999999870e+00
-2.120999999999999969e-02,-4.720989000000000324e+00
-1.327500000000000034e-02,-4.735331999999999653e+00
-5.035000000000000413e-03,-4.731060000000000265e+00
